,waldStat,df,pvalue,logFC1_2,FDR
Potri.001G320800,5.44454567,1,0.01962952,-1.70286277,0.132038077
Potri.014G097600,5.444363068,1,0.019631572,0.719993069,0.132038077
Potri.005G161900,5.440513918,1,0.01967488,-1.416359552,0.132297896
Potri.013G021500,5.439382758,1,0.019687626,1.037191175,0.132332976
Potri.015G109300,5.438999624,1,0.019691945,-0.664462154,0.132332976
Potri.006G175200,5.438805446,1,0.019694134,-0.567502502,0.132332976
Potri.008G218622,5.435575457,1,0.019730589,0.46901788,0.132546438
Potri.001G134000,5.434152506,1,0.019746671,-1.243904002,0.132622973
Potri.006G072800,5.433312953,1,0.019756165,-1.437883827,0.13265524
Potri.017G060000,5.431357344,1,0.019778301,-1.201764113,0.132772347
Potri.018G053800,5.430645185,1,0.019786368,-0.525233476,0.132794982
Potri.013G125600,5.429862379,1,0.019795239,-0.394615243,0.132823002
Potri.006G056000,5.429313741,1,0.019801459,0.661678071,0.132833223
Potri.006G133100,5.428039999,1,0.019815908,0.882042904,0.132898624
Potri.013G112800,5.427000503,1,0.019827707,0.424735256,0.132946233
Potri.012G001100,5.424285189,1,0.019858563,0.808860832,0.13310947
Potri.001G246200,5.424030021,1,0.019861465,0.783684619,0.13310947
Potri.008G055300,5.42102681,1,0.019895656,0.597548565,0.13328665
Potri.004G036600,5.420880066,1,0.019897328,1.865957656,0.13328665
Potri.010G082101,5.420330251,1,0.019903595,-0.667413836,0.133297057
Potri.016G143600,5.418533385,1,0.019924089,0.518383656,0.13340272
Potri.009G136200,5.416763988,1,0.019944292,3.787244804,0.13350638
Potri.007G107900,5.415761929,1,0.019955742,2.191556951,0.13355142
Potri.003G003900,5.415202712,1,0.019962135,-1.252226494,0.1335626
Potri.005G197000,5.414616687,1,0.019968837,0.49306097,0.133575841
Potri.002G177100,5.41365195,1,0.019979875,0.458921405,0.133599048
Potri.017G060100,5.413484883,1,0.019981787,-1.347460091,0.133599048
Potri.016G040900,5.413075115,1,0.019986478,-0.978191683,0.133599048
Potri.012G043800,5.412563755,1,0.019992333,-1.255606276,0.133606609
Potri.016G033300,5.411709411,1,0.02000212,0.47764867,0.133640433
Potri.001G199500,5.410783444,1,0.020012732,0.40735232,0.133679758
Potri.019G070651,5.410126813,1,0.020020262,-6.226600842,0.133698474
Potri.010G134450,5.409568071,1,0.020026671,-2.469522251,0.133709702
Potri.007G135800,5.408715966,1,0.020036449,-0.898533259,0.133743414
Potri.013G048000,5.407760432,1,0.02004742,0.613064882,0.13378507
Potri.003G100800,5.40607994,1,0.020066729,0.792548955,0.133874482
Potri.004G074000,5.405770679,1,0.020070285,-1.615054616,0.133874482
Potri.016G084900,5.399825196,1,0.020138768,0.799053616,0.134250958
Potri.012G052501,5.399464786,1,0.020142928,0.699826884,0.134250958
Potri.003G089900,5.399343831,1,0.020144324,-0.957319139,0.134250958
Potri.014G106000,5.399223437,1,0.020145713,0.618650811,0.134250958
Potri.019G120200,5.398797297,1,0.020150633,-0.476476478,0.134252108
Potri.006G015500,5.398255392,1,0.020156891,0.708958484,0.134262172
Potri.009G031500,5.397101816,1,0.020170219,-1.127363889,0.134308899
Potri.001G020900,5.396826248,1,0.020173404,-1.516543381,0.134308899
Potri.008G047300,5.395879838,1,0.020184347,0.775003811,0.134350128
Potri.002G212600,5.394391443,1,0.020201569,0.626398075,0.134433123
Potri.005G170700,5.393591424,1,0.020210832,0.938410688,0.134463128
Potri.002G181800,5.391828244,1,0.020231263,-5.883546737,0.134553175
Potri.006G021100,5.391602369,1,0.020233882,-0.653001352,0.134553175
Potri.006G125300,5.388531942,1,0.020269517,0.75272803,0.134746504
Potri.011G067300,5.388073307,1,0.020274845,0.945753764,0.134746504
Potri.010G077000,5.387866557,1,0.020277248,-2.232508718,0.134746504
Potri.002G029600,5.386817605,1,0.020289441,0.417273554,0.134785413
Potri.018G143900,5.38654302,1,0.020292635,-0.759691995,0.134785413
Potri.002G002200,5.38566564,1,0.020302841,-0.76907201,0.134821544
Potri.011G069700,5.384929619,1,0.020311407,0.604601563,0.134828221
Potri.001G233200,5.384760066,1,0.020313381,-0.713116335,0.134828221
Potri.014G111200,5.383158411,1,0.020332037,-1.640187818,0.134920384
Potri.012G002100,5.381793072,1,0.020347955,-0.525080698,0.134994335
Potri.002G023000,5.380902998,1,0.020358338,-6.055218139,0.135013563
Potri.010G254400,5.380726272,1,0.0203604,0.432675402,0.135013563
Potri.014G044500,5.37729041,1,0.020400539,1.611560264,0.135248016
Potri.017G130901,5.375949072,1,0.020416231,-1.26516444,0.135320326
Potri.005G246400,5.374654426,1,0.020431388,-3.12292765,0.135365079
Potri.001G390600,5.374554785,1,0.020432555,1.821665448,0.135365079
Potri.001G366900,5.372036882,1,0.020462069,0.769703314,0.135528864
Potri.004G116200,5.369825403,1,0.020488028,0.72506516,0.135669027
Potri.001G186800,5.368010059,1,0.020509363,-1.729699235,0.13577851
Potri.006G050200,5.365895911,1,0.020534238,-0.518601371,0.135907807
Potri.014G141400,5.365533578,1,0.020538504,-2.558390169,0.135907807
Potri.004G205000,5.364821216,1,0.020546894,-2.205114254,0.135931524
Potri.009G068400,5.360783925,1,0.020594514,0.771406738,0.136199574
Potri.008G142400,5.360565363,1,0.020597095,1.278692353,0.136199574
Potri.009G038950,5.360162068,1,0.020601859,-4.048761442,0.136199574
Potri.004G038700,5.359383812,1,0.020611055,-0.732381054,0.136217451
Potri.009G162600,5.359118081,1,0.020614196,0.782205848,0.136217451
Potri.005G001300,5.358658253,1,0.020619632,1.486364434,0.136221546
Potri.013G016900,5.357856476,1,0.020629115,-1.207261341,0.136245013
Potri.003G115200,5.357543347,1,0.020632819,-5.217083562,0.136245013
Potri.010G240300,5.3541555,1,0.020672944,0.498106111,0.136478104
Potri.002G165700,5.350517123,1,0.020716126,-4.168057073,0.136718327
Potri.006G179400,5.350122356,1,0.020720817,-2.132114167,0.136718327
Potri.004G081200,5.349868483,1,0.020723834,0.992940384,0.136718327
Potri.002G031000,5.348288898,1,0.020742617,2.318709028,0.136798999
Potri.T010901,5.348026774,1,0.020745736,-1.26896366,0.136798999
Potri.014G169500,5.347311725,1,0.020754246,0.558705514,0.136823214
Potri.001G271700,5.346239073,1,0.020767019,-1.258788715,0.136858314
Potri.005G257700,5.346051911,1,0.020769248,-1.013393584,0.136858314
Potri.010G132000,5.343295033,1,0.020802117,0.2992227,0.137042973
